"Service Request Number","Service Request Type","City Department","Created Date","Method Received","Status","Location","X_Value","Y_Value","Latitude","Longitude","Latitude/Longitude","ZIP Code","Council District","Police Precinct","Community Reporting Area"
"24-00117861","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/12/2024 03:12:09 PM","Citizen Web Intake App","Closed","2150 S NORMAN ST, SEATTLE, WA 98144","1277585.7498012","219858.047483876","47.59322729","-122.30387531","POINT (-122.30387531 47.59322729)","98144","3","EAST",
"24-00117967","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/12/2024 06:18:34 PM","Citizen Web Intake App","Closed","923 NW 54TH ST, SEATTLE, WA 98107","1261887.50824486","247113.737231439","47.66709347","-122.36968829","POINT (-122.36968829 47.66709347)","98107","6","NORTH",
"24-00119191","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/13/2024 05:34:32 PM","Find It Fix It Apps","Closed","2095 NE 68TH ST, SEATTLE, WA 98115","1277828.0695069","250613.569765694","47.67754047","-122.30527734","POINT (-122.30527734 47.67754047)","98115","4","NORTH",
"24-00119319","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/13/2024 08:02:37 PM","Find It Fix It Apps","Closed","4225 WALLINGFORD AVE N, SEATTLE, WA 98103","1269916.75034507","243908.790514458","47.65874359","-122.33685388","POINT (-122.33685388 47.65874359)","98103","4","NORTH",
"24-00119322","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/13/2024 08:06:39 PM","Find It Fix It Apps","Closed","4225 WALLINGFORD AVE N, SEATTLE, WA 98103","1269916.75034507","243908.790514458","47.65874359","-122.33685388","POINT (-122.33685388 47.65874359)","98103","4","NORTH",
"24-00114789","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/08/2024 05:24:18 PM","Find It Fix It Apps","Closed","235 21ST AVE E, SEATTLE, WA 98112","1277481.67717099","229963.602161225","47.62092105","-122.3050802","POINT (-122.3050802 47.62092105)","98112","3","EAST",
"24-00114784","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/08/2024 05:16:12 PM","Find It Fix It Apps","Closed","235 21ST AVE E, SEATTLE, WA 98112","1277481.67717099","229963.602161225","47.62092105","-122.3050802","POINT (-122.3050802 47.62092105)","98112","3","EAST",
"24-00124593","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/18/2024 04:53:55 PM","Find It Fix It Apps","Closed","7503 44TH AVE SW, SEATTLE, WA 98136","1256209.00023932","199276.970164753","47.53566323","-122.38880585","POINT (-122.38880585 47.53566323)","98136","1","SOUTHWEST",
"24-00148135","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/28/2024 05:01:13 PM","Find It Fix It Apps","Closed","4225 WALLINGFORD AVE N, SEATTLE, WA 98103","1269916.75034507","243908.790514458","47.65874359","-122.33685388","POINT (-122.33685388 47.65874359)","98103","4","NORTH",
"24-00125052","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/19/2024 04:11:33 PM","Citizen Web Intake App","Closed","1010 E PINE ST, SEATTLE, WA 98122","1274019.62423177","228188.593656104","47.61587342","-122.31897685","POINT (-122.31897685 47.61587342)","98122","3","EAST",
"24-00125119","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/19/2024 05:54:25 PM","Citizen Web Intake App","Closed","4038 LINDEN AVE N 4038 2ND, SEATTLE, WA 98103","1267084.48598884","243154.624522428","47.65652418","-122.34828426","POINT (-122.34828426 47.65652418)","98103","6","NORTH",
"24-00126332","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/20/2024 06:23:55 PM","Find It Fix It Apps","Closed","4304 SW DAKOTA ST, SEATTLE, WA 98116","1256875.88607877","210612.014155813","47.56676875","-122.38703304","POINT (-122.38703304 47.56676875)","98116","1","SOUTHWEST",
"24-00127192","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/21/2024 04:38:05 PM","Find It Fix It Apps","Closed","1816 13TH AVE S, SEATTLE, WA 98144","1274613.25784594","217427.185503782","47.586408","-122.31573","POINT (-122.31573 47.586408)","98144","2","SOUTH",
"24-00121624","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/15/2024 05:23:21 PM","Find It Fix It Apps","Closed","2518 EASTLAKE AVE E, SEATTLE, WA 98102","1272529.39024967","237908.419848341","47.64243618","-122.32578207","POINT (-122.32578207 47.64243618)","98102","3","WEST",
"24-00121954","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/16/2024 08:29:11 AM","Find It Fix It Apps","Closed","1912 14TH AVE S, SEATTLE, WA 98144","1274934.37579531","217247.79369475","47.58593324","-122.31441502","POINT (-122.31441502 47.58593324)","98144","2","SOUTH",
"24-00122209","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/16/2024 10:39:10 AM","Find It Fix It Apps","Closed","154 NW 90TH ST, SEATTLE, WA 98117","1264777.42948909","256986.990841195","47.69431307","-122.35875613","POINT (-122.35875613 47.69431307)","98117","5","NORTH",
"24-00128330","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/22/2024 04:18:55 PM","Find It Fix It Apps","Closed","1906 14TH AVE S, SEATTLE, WA 98144","1274938.8759787","217305.276280434","47.58609103","-122.31440127","POINT (-122.31440127 47.58609103)","98144","2","SOUTH",
"24-00120015","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/14/2024 12:41:13 PM","Find It Fix It Apps","Closed","5509 E GREEN LAKE WAY N, SEATTLE, WA 98103","1269030.78414911","247877.488720478","47.66957412","-122.34076372","POINT (-122.34076372 47.66957412)","98103","6","NORTH",
"24-00120449","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/14/2024 05:36:28 PM","Find It Fix It Apps","Closed","6527 21ST AVE NE, SEATTLE, WA 98115","1277768.61287631","250286.968370236","47.67664214","-122.30549328","POINT (-122.30549328 47.67664214)","98115","4","NORTH",
"24-00120500","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/14/2024 06:35:56 PM","Find It Fix It Apps","Closed","4225 WALLINGFORD AVE N, SEATTLE, WA 98103","1269916.75034507","243908.790514458","47.65874359","-122.33685388","POINT (-122.33685388 47.65874359)","98103","4","NORTH",
"24-00148122","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/28/2024 04:58:11 PM","Find It Fix It Apps","Closed","4225 WALLINGFORD AVE N, SEATTLE, WA 98103","1269916.75034507","243908.790514458","47.65874359","-122.33685388","POINT (-122.33685388 47.65874359)","98103","4","NORTH",
"24-00148338","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/28/2024 08:00:38 PM","Citizen Web Intake App","Closed","5215 46TH AVE S, SEATTLE, WA 98118","1284210.54864949","205705.440343594","47.55477873","-122.27595642","POINT (-122.27595642 47.55477873)","98118","2","SOUTH",
"24-00135068","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/24/2024 01:43:46 PM","Citizen Web Intake App","Closed","935 E BARBARA BAILEY WAY, SEATTLE, WA 98122","1273723.87357755","229193.514547715","47.61861223","-122.32025446","POINT (-122.32025446 47.61861223)","98122","3","EAST",
"24-00125748","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/20/2024 11:40:49 AM","Find It Fix It Apps","Closed","9009 2ND AVE NW, SEATTLE, WA 98117","1264558.59430024","257122.379144823","47.69467226","-122.35965546","POINT (-122.35965546 47.69467226)","98117","5","NORTH",
"24-00146612","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/27/2024 09:22:44 AM","Find It Fix It Apps","Closed","2336 54TH PL SW, SEATTLE, WA 98116","1253347.71950305","216446.800566464","47.58256528","-122.40180316","POINT (-122.40180316 47.58256528)","98116","1","SOUTHWEST",
"24-00146697","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/27/2024 11:14:36 AM","Citizen Web Intake App","Closed","2150 S NORMAN ST, SEATTLE, WA 98144","1277585.7498012","219858.047483876","47.59322729","-122.30387531","POINT (-122.30387531 47.59322729)","98144","3","EAST",
"24-00146712","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/27/2024 11:31:42 AM","Find It Fix It Apps","Closed","1941 14TH AVE S, SEATTLE, WA 98144","1274841.79153288","217283.660956631","47.58602666","-122.31479291","POINT (-122.31479291 47.58602666)","98144","2","SOUTH",
"24-00146715","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/27/2024 11:33:43 AM","Citizen Web Intake App","Closed","801 NW 54TH ST, SEATTLE, WA 98107","1262675.57379465","247295.762886406","47.66763547","-122.36650529","POINT (-122.36650529 47.66763547)","98107","6","NORTH",
"24-00148354","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/28/2024 08:26:47 PM","Find It Fix It Apps","Closed","8337 SEAVIEW AVE NW, SEATTLE, WA 98117","1253961.53491402","255741.392062068","47.69030282","-122.40256295","POINT (-122.40256295 47.69030282)","98117","6","NORTH",
"24-00148407","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/28/2024 11:45:18 PM","Find It Fix It Apps","Closed","2025 14TH AVE S, SEATTLE, WA 98144","1274760.90064077","217081.84316296","47.58546921","-122.31510489","POINT (-122.31510489 47.58546921)","98144","2","SOUTH",
"24-00148678","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/29/2024 09:22:42 AM","Find It Fix It Apps","Closed","2030 NW SLOOP PL, SEATTLE, WA 98117","1258825.70427879","251577.633532862","47.67916045","-122.38247671","POINT (-122.38247671 47.67916045)","98117","6","NORTH",
"24-00146939","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/27/2024 04:42:07 PM","Citizen Web Intake App","Closed","2150 S NORMAN ST, SEATTLE, WA 98144","1277585.7498012","219858.047483876","47.59322729","-122.30387531","POINT (-122.30387531 47.59322729)","98144","3","EAST",
"24-00149305","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/29/2024 04:10:15 PM","Find It Fix It Apps","Closed","4301 DENSMORE AVE N, SEATTLE, WA 98103","1269705.69007224","244115.33388589","47.65929841","-122.33772655","POINT (-122.33772655 47.65929841)","98103","4","NORTH",
"24-00129424","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/23/2024 04:06:46 PM","Find It Fix It Apps","Closed","6249 43RD AVE NE, SEATTLE, WA 98115","1283418.71546896","249752.116786802","47.6754701","-122.28252143","POINT (-122.28252143 47.6754701)","98115","4","NORTH",
"24-00145610","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/25/2024 11:01:20 AM","Find It Fix It Apps","Closed","104 W RAYE ST, SEATTLE, WA 98119","1264379.60676301","238639.651775066","47.64400238","-122.35889442","POINT (-122.35889442 47.64400238)","98119","7","WEST",
"24-00145612","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/25/2024 11:03:21 AM","Find It Fix It Apps","Closed","1209 5TH AVE N, SEATTLE, WA 98109","1267020.27820508","233482.760771073","47.63001057","-122.34777248","POINT (-122.34777248 47.63001057)","98109","7","WEST",
"24-00145613","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/25/2024 11:05:22 AM","Find It Fix It Apps","Closed","1900 WARREN AVE N, SEATTLE, WA 98109","1265548.68935971","235755.832126375","47.6361614","-122.35392161","POINT (-122.35392161 47.6361614)","98109","7","WEST",
"24-00145611","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/25/2024 11:02:21 AM","Find It Fix It Apps","Closed","1822 1ST AVE W, SEATTLE, WA 98119","1264531.24972086","235526.126716819","47.63547661","-122.35802915","POINT (-122.35802915 47.63547661)","98119","7","WEST",
"24-00145640","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/25/2024 11:33:35 AM","Citizen Web Intake App","Closed","2150 S NORMAN ST, SEATTLE, WA 98144","1277585.7498012","219858.047483876","47.59322729","-122.30387531","POINT (-122.30387531 47.59322729)","98144","3","EAST",
"24-00145776","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/25/2024 01:55:40 PM","Find It Fix It Apps","Closed","6083 26TH AVE NW, SEATTLE, WA 98107","1256862.85722679","249363.245364484","47.67298239","-122.39026125","POINT (-122.39026125 47.67298239)","98107","6","NORTH",
"24-00150878","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/30/2024 05:53:50 PM","Find It Fix It Apps","Closed","4800 50TH AVE S, SEATTLE, WA 98118","1285792.4778577","207214.886354815","47.55899725","-122.26966524","POINT (-122.26966524 47.55899725)","98118","2","SOUTH",
"24-00152459","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","06/01/2024 10:52:37 AM","Citizen Web Intake App","Closed","2150 S NORMAN ST, SEATTLE, WA 98144","1277585.7498012","219858.047483876","47.59322729","-122.30387531","POINT (-122.30387531 47.59322729)","98144","3","EAST",
"24-00152621","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","06/01/2024 01:20:45 PM","Find It Fix It Apps","Closed","1700 NAGLE PL, SEATTLE, WA 98122","1273807.00766451","228418.986023746","47.61649367","-122.31985678","POINT (-122.31985678 47.61649367)","98122","3","EAST",
"24-00149611","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/29/2024 09:21:28 PM","Citizen Web Intake App","Closed","1902 13TH AVE S, SEATTLE, WA 98144","1274613.25784594","217427.185503782","47.586408","-122.31573","POINT (-122.31573 47.586408)","98144","2","SOUTH",
"24-00152893","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","06/01/2024 06:45:13 PM","Find It Fix It Apps","Closed","4520 26TH AVE SW, SEATTLE, WA 98106","1262197.18719047","209027.981610352","47.56271946","-122.3653548","POINT (-122.3653548 47.56271946)","98106","1","SOUTHWEST",
"24-00150913","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/30/2024 06:31:07 PM","Find It Fix It Apps","Closed","8725 SEAVIEW AVE NW, SEATTLE, WA 98117","1253654.55482822","256823.630564626","47.69325198","-122.4038988","POINT (-122.4038988 47.69325198)","98117","6","NORTH",
"24-00151112","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/31/2024 07:59:21 AM","Find It Fix It Apps","Closed","4002 LINDEN AVE N, SEATTLE, WA 98103","1267075.93548842","242797.86986243","47.65554588","-122.34829045","POINT (-122.34829045 47.65554588)","98103","6","NORTH",
"24-00149612","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/29/2024 09:23:29 PM","Find It Fix It Apps","Closed","2025 14TH AVE S, SEATTLE, WA 98144","1274760.90064077","217081.84316296","47.58546921","-122.31510489","POINT (-122.31510489 47.58546921)","98144","2","SOUTH",
"24-00149828","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/30/2024 09:10:51 AM","Citizen Web Intake App","Closed","7028 9TH AVE NW, SEATTLE, WA 98117","1262422.7245848","252043.079448717","47.68063377","-122.36791546","POINT (-122.36791546 47.68063377)","98117","6","NORTH",
"24-00155583","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","06/04/2024 01:18:29 PM","Citizen Web Intake App","Closed","1816 13TH AVE S, SEATTLE, WA 98144","1274613.25784594","217427.185503782","47.586408","-122.31573","POINT (-122.31573 47.586408)","98144","2","SOUTH",
"24-00159258","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","06/07/2024 01:29:30 PM","Find It Fix It Apps","Closed","2213 ALKI AVE SW, SEATTLE, WA 98116","1253849.66360805","217218.189830974","47.58470762","-122.39983338","POINT (-122.39983338 47.58470762)","98116","1","SOUTHWEST",
"24-00157570","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","06/06/2024 06:22:14 AM","Find It Fix It Apps","Closed","5560 S HOLLY ST, SEATTLE, WA 98118","1287554.63933472","201203.971186041","47.54261116","-122.26207767","POINT (-122.26207767 47.54261116)","98118","2","SOUTH",
"24-00159673","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","06/07/2024 08:54:55 PM","Citizen Web Intake App","Closed","1918 LAKESIDE AVE S, SEATTLE, WA 98144","1281853.05288109","217189.111972054","47.58613395","-122.28637998","POINT (-122.28637998 47.58613395)","98144","2","SOUTH",
"24-00154490","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","06/03/2024 02:59:15 PM","Find It Fix It Apps","Closed","6246 40TH AVE NE, SEATTLE, WA 98115","1283113.20757821","249792.805375029","47.67556585","-122.28376442","POINT (-122.28376442 47.67556585)","98115","4","NORTH",
"24-00154621","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","06/03/2024 04:11:51 PM","Citizen Web Intake App","Closed","2025 14TH AVE S, SEATTLE, WA 98144","1274760.90064077","217081.84316296","47.58546921","-122.31510489","POINT (-122.31510489 47.58546921)","98144","2","SOUTH",
"24-00151620","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/31/2024 01:08:42 PM","Citizen Web Intake App","Closed","9000 8TH AVE SW, SEATTLE, WA 98106","1267241.5212637","194124.371128979","47.52214266","-122.34374274","POINT (-122.34374274 47.52214266)","98106","1","SOUTHWEST",
"24-00151746","Nuisance Dogs in a Park","FAS-Finance and Administrative Services","05/31/2024 02:35:18 PM","Citizen Web Intake App","Closed","1020 NE 82ND ST, SEATTLE, WA 98115","1275090.57061039","254983.196224447","47.68937342","-122.31672947","POINT (-122.31672947 47.68937342)","98115","5","NORTH",
